party,seats,sq_cabinet,sq_pm,election_year,base,miw_new,banzhaf,shapley,splus,country,cabinet_id,party_id,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_count,cab_count,party_name,party_name_english,country_id,election_id,seats_share,election_date,start_date,post_election,enpp,mingov,bicameral,largest_parl,largest_cab,lag_largest_parl,lag_largest_cab,seats_total,miw_proportion,cabinet_proportion,seats_proportion,W,A,B,B_star,C,D,E,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13,coalition_total
KF,35,1,1,1988,35,7,.1754386,.2,.19529249,DNK,57,590,Schluter IV,0,1,1,7.1683492,7.3,9,21,9,3,Konservative,Conservatives,21,387,19.553072,5/10/1988,6/3/1988,1,5.544385,1,0,0,1,0,1,175,.2,.42857143,.2,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67
ADR,4,0,0,2009,4,2,.065217391,.06666667,.056652669,LUX,601,1582,Juncker IV,0,0,0,6.3157895,,0,25,6,2,Alternativ Demokratesch Reformpartei _ Parti r_formiste d'alternative d_mocratique _ Alternative Demokratische Reformpartei,Alternative Democratic Reform Party,7,172,6.6666665,6/7/2009,7/23/2009,1,3.6290324,0,0,0,0,0,0,60,.1,0,.06666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
M,107,1,1,2010,107,12,.21774194,.25,.25901017,SWE,854,657,Reinfeldt II,0,1,1,7.7642222,7.7,7,12,8,4,Moderaterna,Moderate Party,35,512,30.659025,9/19/2010,10/5/2010,1,4.5371952,1,0,0,1,0,1,349,.23529412,.58333331,.30659026,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173
PRC,35,0,0,1992,35,35,.045840029,.042206407,.042374801,ITA,176,1321,Amato I,0,0,0,.95500001,,0,30,16,4,Partito della Rifondazione Comunista,Communist Refoundation Party,26,605,5.5555553,4/5/1992,6/28/1992,1,5.7116132,0,1,0,0,0,0,629,.055643879,0,.055643879,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
CDA,21,1,1,2010,21,21,.13920455,.14325397,.13918152,NLD,804,235,Rutte,0,1,0,5.8017777,5.7,7,12,10,2,Christen Democratisch Appl,Christian Democrats,8,530,14,6/9/2010,10/14/2010,1,6.7446041,1,1,0,0,1,1,150,.14,.58333331,.14,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,52
SSDP,53,1,0,2003,53,4,.2962963,.30476192,.29606026,FIN,877,395,Jaatteenmaki,0,1,0,3.4931111,3,8,17,9,3,Suomen Sosialidemokraattinen Puolue _ Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,67,253,26.5,3/16/2003,4/17/2003,1,4.9297509,0,0,0,0,1,1,199,.26666668,.47058824,.26633167,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116
SF,15,0,0,1990,15,4,.081632651,.076190479,.07752344,DNK,11,1644,Schluter V,0,0,0,2.1851429,1.9,0,20,9,2,Socialistisk Folkeparti,Socialist Peoples Party,21,157,8.3798885,12/12/1990,12/18/1990,1,4.5558085,1,0,0,0,0,0,175,.11428571,0,.085714288,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
CD,5,0,0,1994,5,2,.022727273,.017857144,.022205278,DNK,189,1324,Rasmussen N II,0,1,0,5.6089948,5.7,2,20,10,3,Centrumdemokraterne,Centre Democrats,21,89,2.7932961,9/21/1994,9/27/1994,1,4.7334909,1,0,0,0,0,0,174,.027027028,.1,.028735632,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
FF,20,1,1,2011,20,1,.090909094,.1,.096791752,IRL,904,280,Kenny I,0,0,0,5.9926667,6.3,0,15,7,2,Fianna F_il,Fianna Fail (Soldiers of Destiny),37,698,12.048193,2/25/2011,3/9/2011,1,3.4557312,0,1,0,0,1,1,166,.14285715,0,.12048193,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
SD,20,0,0,2010,20,4,.072580643,.06428571,.061149243,SWE,854,1546,Reinfeldt II,0,0,0,,,0,12,8,4,Sverigedemokraterna,Sweden Democrats,35,512,5.730659,9/19/2010,10/5/2010,1,4.5371952,1,0,0,0,0,0,349,.078431375,0,.057306591,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
GRUE,49,0,0,1994,49,1,.16666667,.16666667,.16811985,DEU,778,772,Kohl V,0,0,0,2.8744444,2.8,0,18,6,3,BÎÙndnis 90 / Die GrÎÙnen,Alliance 90 / Greens,54,595,7.2916665,10/16/1994,11/17/1994,1,3.4458909,0,1,0,0,0,0,672,.2,0,.072916664,337,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
SP,32,0,0,1987,32,32,.13686131,.13730159,.14175633,BEL,457,1029,Martens VIII,0,1,0,3.3017778,2.9,5,26,11,5,Socialistische Partij,Socialist Party,64,191,15.094339,12/13/1987,5/9/1988,1,7.1317043,0,1,0,0,0,0,212,.1509434,.1923077,.1509434,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,150
LR,12,0,0,1992,12,12,.015952537,.015430403,.015388553,ITA,176,366,Amato I,0,0,0,,,0,30,16,4,La Rete / Movimento per la Democrazia,The Network / Movement for Democracy,26,605,1.9047619,4/5/1992,6/28/1992,1,5.7116132,0,1,0,0,0,0,629,.019077901,0,.019077901,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
SP-P,3,0,0,2003,3,0,0,0,.010384081,FIN,877,200,Jaatteenmaki,0,0,0,6.3916667,5.8,0,17,9,3,Suomen Puolue _ Perussuomalaiset,Finnish Party -- True Finns,67,253,1.5,3/16/2003,4/17/2003,1,4.9297509,0,0,0,0,0,0,199,0,0,.015075377,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
RKP-SFP,9,1,0,2007,9,1,.019230768,.023809524,.031945735,FIN,277,585,Vanhanen II,0,1,0,6.3257778,6.1,2,20,9,4,Ruotsalainen Kansanpuolue _ Svenska Folkepartiet i Finland,Swedish Peoples Party,67,314,4.5,3/18/2007,4/19/2007,1,5.1308365,0,0,0,0,0,0,199,.052631579,.1,.045226131,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125
FP,48,0,0,2002,48,2,.086956523,.10476191,.10133106,SWE,641,892,Persson III,0,0,0,6.1551111,5.5,0,25,7,1,Folkpartiet,Liberals,35,156,13.753582,9/15/2002,10/21/2002,1,4.2252402,1,0,0,0,0,0,349,.13333334,0,.13753581,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
AGL-GR,4,0,0,2007,4,4,.025641026,.0247114,.024339193,BEL,886,1594,Verhofstadt III,1,0,0,2.8282222,4.5,0,25,11,4,Agalev _ Groen,Agalev -- Groen,64,401,2.6666667,6/10/2007,6/10/2007,1,7.9113922,1,1,0,0,0,0,150,.026666667,0,.026666667,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
DL,1,0,0,2009,1,1,.021739131,.016666668,.011602173,LUX,601,457,Juncker IV,0,0,0,.87719302,,0,25,6,2,D_i L_nk _ La Gauche _ Die Linke,The Left,7,172,1.6666666,6/7/2009,7/23/2009,1,3.6290324,0,0,0,0,0,0,60,.050000001,0,.016666668,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
PSC,10,0,0,2007,10,10,.065623641,.065187588,.063538603,BEL,886,1192,Verhofstadt III,1,0,0,5.5811111,6.3,0,25,11,4,Parti Social Chr_tien,Francophone Christian Social Party,64,401,6.6666665,6/10/2007,6/10/2007,1,7.9113922,1,1,0,0,0,0,150,.06666667,0,.06666667,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
RNP,18,0,0,2006,18,18,.029604489,.025682651,.02586475,ITA,117,849,Prodi II,0,1,0,4.3905815,,1,26,17,7,Rosa nel Pugno,Rose in the Fist,26,107,2.8571429,4/9/2006,5/17/2006,1,5.0764861,0,1,0,0,0,0,627,.033519555,.045454547,.028708134,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337
PSI,14,1,0,1994,14,14,.024634726,.020691035,.020756351,ITA,672,1475,Berlusconi I,0,0,0,3.7722222,3.1,0,27,21,5,Partito Socialista Italiano,Italian Socialist Party,26,146,2.2222223,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.022364218,0,.022222223,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
FN,1,0,0,2007,1,1,.0065189051,.0060606059,.007353907,BEL,886,171,Verhofstadt III,1,0,0,9.888889300000001,,0,25,11,4,Front National,National Front,64,401,.66666669,6/10/2007,6/10/2007,1,7.9113922,1,1,0,0,0,0,150,.0066666668,0,.0066666668,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
PVV,18,1,0,2007,18,18,.11777488,.1183622,.11722241,BEL,886,1110,Verhofstadt III,1,1,1,6.9802778,7.8,8,25,11,4,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,64,401,12,6/10/2007,6/10/2007,1,7.9113922,1,1,0,0,1,1,150,.12,.31999999,.12,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75
V,43,0,0,1998,43,2,.12727273,.11904762,.13353308,SWE,503,882,Persson II,0,0,0,1.5791111,1.2,0,22,7,1,Vçnsterpartiet (kommunisterna),Left Party (Communists),35,33,12.320917,9/21/1998,10/7/1998,1,4.293757,1,0,0,0,0,0,349,.13333334,0,.12320917,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
OVP,66,1,1,2006,66,2,.2857143,.30000001,.28763956,AUT,583,1013,Gusenbauer,0,1,0,6.3666666,5.8,8,15,5,2,sterreichische Volkspartei,Austrian People's Party,59,197,36.065575,10/1/2006,1/11/2007,1,3.3789728,0,1,0,0,1,1,183,.2857143,.53333336,.36065573,92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134
GREENS,1,0,0,1989,1,0,0,0,.0095641632,IRL,215,1573,Haughey IV,0,0,0,2.4211111,,0,17,8,2,Green Party-Comhaontas Glas,Green Party,37,590,.60240966,6/15/1989,7/12/1989,1,2.9687567,1,1,0,0,0,0,164,0,0,.0060975607,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
FED,1,0,0,1992,1,1,.001453339,.001846764,.00138719,ITA,176,473,Amato I,0,0,0,,,0,30,16,4,Federalismo _ Europa dei Popoli,Federalism,26,605,.15873016,4/5/1992,6/28/1992,1,5.7116132,0,1,0,0,0,0,629,.0015898251,0,.0015898251,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
FPO,52,0,0,1999,52,1,.33333334,.33333334,.33333334,AUT,722,50,Schuessel I,0,1,0,8.2955556,6.8,6,12,4,2,Freiheitliche Partei sterreichs,Freedom Party of Austria,59,492,28.4153,10/3/1999,2/4/2000,1,3.4071624,0,1,0,1,0,0,183,.33333334,.5,.28415301,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104
SVP,4,0,0,2006,4,4,.0068214661,.0053724051,.0055101621,ITA,117,1030,Prodi II,0,0,0,5.4000001,,0,26,17,7,S_dtiroler Volkspartei,South Tyrol Peoples Party,26,107,.63492066,4/9/2006,5/17/2006,1,5.0764861,0,1,0,0,0,0,627,.0074487897,0,.0063795852,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
DF,13,0,0,1998,13,7,.083700441,.080158733,.076100171,DNK,630,1418,Rasmussen N IV,0,0,0,8.4590475,,0,20,11,2,Dansk Folkeparti,Danish Peoples Party,21,389,7.2625699,3/11/1998,3/11/1998,1,4.9195457,1,0,0,0,0,0,175,.09589041,0,.074285716,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
GLEI,2,0,0,1989,2,2,.029126214,.026190476,.021090273,LUX,418,1158,Santer II,0,0,0,,,0,17,7,2,"Greng Lscht Ekologesch Initiativ _ Liste Verte, Initiative Ûcologiste",Green Left Ecological Initiative,7,526,3.3333333,6/18/1989,7/14/1989,0,3.7735848,0,0,0,0,0,0,60,.06666667,0,.033333335,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
ROSSEM,3,0,0,1991,3,3,.014809369,.013980464,.012980897,BEL,570,748,Martens IX,1,0,0,,,0,21,13,4,Radikale Omvormers Strijdersen Stubbelaars vor Maatschappij,Radical Reformers Fighting for an Upright Society,64,418,1.4150944,11/24/1991,11/24/1991,1,8.4133282,0,1,0,0,0,0,212,.014150944,0,.014150944,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
SP,2,0,0,2011,2,0,0,0,.0032861,IRL,904,1014,Kenny I,0,0,0,1.3333334,,0,15,7,2,P_irt S_isialach,Socialist Party,37,698,1.2048193,2/25/2011,3/9/2011,1,3.4557312,0,1,0,0,0,0,166,0,0,.012048192,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
FG,31,0,0,2002,31,1,.027027028,.047619049,.039371062,IRL,179,1393,Ahern II,0,0,0,6.4893333,6.8,0,16,8,2,Fine Gael,Fine Gael (Familiy of the Irish),37,408,18.674698,5/15/2002,6/6/2002,1,3.3368855,0,1,0,0,0,0,166,.090909094,0,.18674698,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
GL,5,0,0,1994,5,5,.048192769,.049386725,.046227597,NLD,637,756,Kok I,0,0,0,2.0366666,,0,14,12,3,Groen Links,Green Left,8,570,3.3333333,5/3/1994,8/22/1994,1,5.4164662,0,1,0,0,0,0,150,.05102041,0,.033333335,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
GL,10,0,0,2002,10,9,.05720339,.064682543,.062717818,NLD,763,756,Balkenende I,0,0,0,2.0366666,,0,14,10,3,Groen Links,Green Left,8,74,6.6666665,5/15/2002,7/21/2002,0,5.7929969,0,1,0,0,0,0,150,.06818182,0,.06666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
VAS,17,0,0,2007,17,1,.019230768,.023809524,.03367199,FIN,277,1427,Vanhanen II,0,0,0,2.3719444,,0,20,9,4,Vasemmistoliitto _ V_nsterf_rbundet,Left Alliance,67,314,8.5,3/18/2007,4/19/2007,1,5.1308365,0,0,0,0,0,0,199,.052631579,0,.085427135,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
FF,70,0,0,1992,70,5,.3904762,.40714285,.42139834,IRL,748,280,Reynolds II,0,1,1,5.9926667,6.3,9,16,7,2,Fianna F_il,Fianna Fail (Soldiers of Destiny),37,359,40.963856,11/25/1992,1/12/1993,0,3.4969542,0,1,1,1,1,1,164,.33333334,.5625,.42682928,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103
SGP,3,0,0,1998,3,3,.016018307,.01626984,.013821039,NLD,749,1251,Kok II,0,0,0,8.447222200000001,9.199999999999999,0,15,9,3,Staatkundig Gereformeerde Partij,Political Reformed Party,8,372,2,5/6/1998,8/3/1998,1,4.8138638,0,1,0,0,0,0,150,.027777778,0,.02,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
V,16,0,0,1991,16,1,.07692308,.076190479,.067506582,SWE,779,882,Bildt,0,0,0,1.5791111,1.2,0,21,7,5,Vçnsterpartiet (kommunisterna),Left Party (Communists),35,472,4.584527,9/15/1991,10/3/1991,1,4.1926613,1,0,0,0,0,0,349,.090909094,0,.045845274,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
D66,14,1,0,1998,14,9,.052631579,.049603175,.05054903,NLD,749,345,Kok II,0,1,0,4.4204445,4.4,3,15,9,3,Democraten 66,Libertarians,8,372,9.333333,5/6/1998,8/3/1998,1,4.8138638,0,1,0,0,0,0,150,.083333336,.2,.093333334,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97
GPV,2,0,0,1998,2,2,.011441648,.012698413,.0093643414,NLD,749,625,Kok II,0,0,0,8.144444399999999,9,0,15,9,3,Gereformeerd Politiek Verbond,Reformed Political League,8,372,1.3333334,5/6/1998,8/3/1998,1,4.8138638,0,1,0,0,0,0,150,.018518519,0,.013333334,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
FN,1,0,0,1991,1,1,.0051465179,.0047452552,.0050782352,BEL,570,171,Martens IX,1,0,0,9.888889300000001,,0,21,13,4,Front National,National Front,64,418,.47169811,11/24/1991,11/24/1991,1,8.4133282,0,1,0,0,0,0,212,.0047169812,0,.0047169812,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
BF,7,1,0,1987,7,2,.1,.1,.10328086,ISL,279,828,Palsson,0,0,0,,,0,11,7,3,Borgaraflokkurinn,Citizens' Party,56,673,11.111111,4/25/1987,7/8/1987,1,5.3418574,0,0,0,0,0,0,63,.095238097,0,.11111111,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
DC,234,1,1,1987,234,127,.35250309,.39275724,.39352834,ITA,756,1633,Goria,0,1,1,5.6611111,5.4,16,31,14,5,Democrazia Cristiana,Christian Democrats,26,17,37.142857,6/14/1987,7/28/1987,1,4.0743632,0,1,1,1,1,1,629,.3060241,.51612902,.37201908,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377
DP,10,1,0,2004,10,1,.16666667,.16666667,.1656701,LUX,12,967,Juncker III,0,0,0,7.3684211,,0,25,5,2,Demokratesch Partei _ Parti D_mocratique _ Demokratische Partei,Democratic Party,7,383,16.666666,6/13/2004,7/31/2004,1,3.8054969,0,0,0,0,0,0,60,.2,0,.16666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
RKP-SFP,8,1,0,2003,8,1,.037037037,.03809524,.034300022,FIN,877,585,Jaatteenmaki,0,1,0,6.3257778,6.1,1,17,9,3,Ruotsalainen Kansanpuolue _ Svenska Folkepartiet i Finland,Swedish Peoples Party,67,253,4,3/16/2003,4/17/2003,1,4.9297509,0,0,0,0,0,0,199,.06666667,.05882353,.040201005,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116
H,38,0,0,2001,38,5,.25423729,.25238094,.24968015,NOR,300,1435,Bondevik II,0,1,0,7.7388889,7.7,10,19,8,3,Hèyre,Conservative Party,9,328,23.030304,9/10/2001,10/19/2001,1,5.3518772,1,0,0,1,0,0,165,.23809524,.52631581,.23030303,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,62
PS,20,1,0,2007,20,20,.1299435,.13066378,.13278006,BEL,886,1378,Verhofstadt III,1,1,0,3.1588889,2.5,5,25,11,4,Parti Socialiste,Francophone Socialist Party,64,401,13.333333,6/10/2007,6/10/2007,1,7.9113922,1,1,0,0,1,1,150,.13333334,.2,.13333334,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75
R,7,0,0,1992,7,7,.0092158811,.010413198,.0093701594,ITA,176,1296,Amato I,0,0,0,3.065,2.3,0,30,16,4,Radicali,Radicals,26,605,1.1111112,4/5/1992,6/28/1992,1,5.7116132,0,1,0,0,0,0,629,.011128776,0,.011128776,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
KF,18,1,0,2007,18,3,.12068965,.10952381,.10700835,DNK,788,590,Rasmussen F III,0,1,0,7.1683492,7.3,7,19,9,2,Konservative,Conservatives,21,174,10.055866,11/13/2007,11/23/2007,1,5.5655723,1,0,0,0,0,0,170,.11538462,.36842105,.10588235,86,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64
NONE,1,0,0,1997,1,1,.012195122,.011904762,.012877482,IRL,126,30,Ahern I,0,0,0,,,0,16,9,2,no party affiliation,no party affiliation,37,316,3.6144578,6/6/1997,6/26/1997,1,2.9926152,1,1,0,0,0,0,165,.034482758,0,.0060606059,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
SVP,3,0,0,1987,3,3,.0048269201,.003252303,.003567104,ITA,756,1030,Goria,0,0,0,5.4000001,,0,31,14,5,S_dtiroler Volkspartei,South Tyrol Peoples Party,26,17,.47619048,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.0072289156,0,.0047694752,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
PVV,25,1,0,1987,25,25,.11587591,.11666667,.11539052,BEL,457,1110,Martens VIII,0,0,0,6.9802778,7.8,0,26,11,5,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,64,191,11.792453,12/13/1987,5/9/1988,1,7.1317043,0,1,0,0,0,0,212,.11792453,0,.11792453,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
PVV,9,0,0,2006,9,9,.065082647,.061904762,.061166544,NLD,69,1501,Balkenende IV,0,0,0,8.800000000000001,,0,16,10,3,Partij voor de Vrijheid,Party for Freedom,8,578,6,11/22/2006,2/22/2007,1,5.5391431,0,1,0,0,0,0,150,.067164183,0,.059999999,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
D66,6,0,0,2003,6,4,.028169014,.031349204,.024962662,NLD,124,345,Balkenende II,0,1,0,4.4204445,4.4,3,16,9,3,Democraten 66,Libertarians,8,335,4,1/22/2003,5/27/2003,1,4.7448335,0,1,0,0,0,0,150,.05882353,.1875,.039999999,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78
PLI,11,1,0,1987,11,11,.019859331,.01460484,.013921123,ITA,756,487,Goria,0,1,0,6.45,5.9,1,31,14,5,Partito Liberale Italiano,Italian Liberal Party,26,17,1.7460318,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.026506023,.032258064,.017488075,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377
PDCI,16,0,0,2006,16,16,.026109748,.022616273,.02278501,ITA,117,1661,Prodi II,0,1,0,.86,,1,26,17,7,Partito dei Comunisti Italiani,Party of the Italian Communists,26,107,2.5396826,4/9/2006,5/17/2006,1,5.0764861,0,1,0,0,0,0,627,.029795159,.045454547,.025518341,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337
R,6,0,0,1994,6,6,.01050221,.0086727133,.0086719422,ITA,672,1296,Berlusconi I,0,0,0,3.065,2.3,0,27,21,5,Radicali,Radicals,26,146,.95238096,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.0095846644,0,.0095238099,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
VIHR,15,1,0,2007,15,1,.019230768,.023809524,.033666275,FIN,277,1062,Vanhanen II,0,1,0,3.7008333,,2,20,9,4,Vihre_ Liitto _ Gr_na F_rbundet,Green League,67,314,7.5,3/18/2007,4/19/2007,1,5.1308365,0,0,0,0,0,0,199,.052631579,.1,.075376883,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,125
VVD,24,1,0,2002,24,21,.14830509,.14642857,.14585133,NLD,763,1409,Balkenende I,0,1,0,7.2037778,7.4,4,14,10,3,Volkspartij voor Vrijheid en Democratie,People's Party for Freedom and Democracy,8,74,16,5/15/2002,7/21/2002,0,5.7929969,0,1,0,0,0,0,150,.15909091,.2857143,.16,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,93
GL,8,0,0,2003,8,4,.028169014,.031349204,.030125123,NLD,124,756,Balkenende II,0,0,0,2.0366666,,0,16,9,3,Groen Links,Green Left,8,335,5.3333335,1/22/2003,5/27/2003,1,4.7448335,0,1,0,0,0,0,150,.05882353,0,.053333335,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
LN,60,0,0,2008,60,8,.16037735,.17380953,.16991766,ITA,823,1436,Berlusconi IV,0,1,0,7.6605556,,4,24,9,2,Lega Nord,North League,26,111,9.5238094,4/13/2008,5/8/2008,1,3.0750279,0,1,0,0,0,0,628,.18181819,.16666667,.095541403,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,336
SPD,186,0,0,1987,186,1,.16666667,.16666667,.16671667,DEU,286,558,Kohl III,0,0,0,3.5988889,3.3,0,24,5,3,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,54,588,37.424549,1/25/1987,3/11/1987,1,3.4715192,0,1,1,0,1,0,497,.2,0,.37424546,249,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
V,19,0,0,2010,19,3,.056451611,.050000001,.055054851,SWE,854,882,Reinfeldt II,0,0,0,1.5791111,1.2,0,12,8,4,Vçnsterpartiet (kommunisterna),Left Party (Communists),35,512,5.4441261,9/19/2010,10/5/2010,1,4.5371952,1,0,0,0,0,0,349,.05882353,0,.054441262,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
ULIVO,220,0,0,2006,220,175,.42188919,.42201686,.42197973,ITA,117,1048,Prodi II,0,1,1,2.9824561,,16,26,17,7,L'Ulivo,The Olive Tree,26,107,34.920635,4/9/2006,5/17/2006,1,5.0764861,0,1,1,1,0,0,627,.32588455,.72727275,.3508772,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337
OVP,52,1,0,1999,52,1,.33333334,.33333334,.33333334,AUT,722,1013,Schuessel I,0,1,1,6.3666666,5.8,6,12,4,2,sterreichische Volkspartei,Austrian People's Party,59,492,28.4153,10/3/1999,2/4/2000,1,3.4071624,0,1,0,1,0,0,183,.33333334,.5,.28415301,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,104
RV,7,1,0,1990,7,2,.040816326,.03809524,.033060025,DNK,11,211,Schluter V,0,0,0,4.9697778,4.8,0,20,9,2,Det Radikale Venstre,Danish Social-Liberal Party,21,157,3.9106145,12/12/1990,12/18/1990,1,4.5558085,1,0,0,0,0,0,175,.057142857,0,.039999999,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
FI,99, ,,1994,99,98,.13728018,.1539786,.15389766,ITA,672,596,Berlusconi I,0,1,1,6.9677778,,12,27,21,5,Forza Italia,Go Italy,26,146,15.714286,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.15654951,.5,.15714286,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,358
FDLV,13,0,0,1987,13,13,.023169218,.016899766,.016462443,ITA,756,1304,Goria,0,0,0,1.7777778,,0,31,14,5,Federazione delle Liste Verdi,Green Lists,26,17,2.0634921,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.031325303,0,.020667726,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
FPO,18,1,0,2002,18,1,.16666667,.16666667,.17184949,AUT,889,50,Schuessel II,1,1,0,8.2955556,6.8,4,11,4,2,Freiheitliche Partei sterreichs,Freedom Party of Austria,59,365,9.8360653,11/24/2002,11/24/2002,1,2.8832545,0,1,0,0,0,1,183,.2,.40000001,.098360658,92,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97
